id,title,country,points,price,province,variety,winery,count,counts
13084,Sella & Mosca 2012 Riserva (Cannonau di Sardegna),Italy,88,16.00,Sicily & Sardinia,Cannonau,Sella & Mosca,6,6
13085,Stroblhof 2012 Pigeno Pinot Nero (Alto Adige),Italy,89,38.00,Northeastern Italy,Pinot Nero,Stroblhof,38,37
13086,Quinta Seara d'Ordens 2012 Talentus Grande Escolha Red (Douro),Portugal,94,35.00,Douro,Portuguese Red,Quinta Seara d'Ordens,492,492
13087,Sutcliffe 2012 Chardonnay (Colorado),US,86,29.00,Colorado,Chardonnay,Sutcliffe,2294,1342
13088,Domaine Pfister 2012 Pinot Noir (Alsace),France,84,29.00,Alsace,Pinot Noir,Domaine Pfister,2648,387
13089,J Vineyards & Winery 2012 Estate Grown Chardonnay (Russian River Valley),US,91,28.00,California,Chardonnay,J Vineyards & Winery,2294,1342
13090,Buena Vista 2012 The Aristocrat Red (Calistoga),US,90,85.00,California,Red Blend,Buena Vista,1726,528
13091,The Farm Winery 2012 LPF Red (Adelaida District),US,92,65.00,California,Bordeaux-style Red Blend,The Farm Winery,1376,350
13092,Failla 2012 Whistler Vineyard Pinot Noir (Sonoma Coast),US,95,52.00,California,Pinot Noir,Failla,2648,1958
13093,Domaine JoÃ«l Delaunay 2012 Domaine de la Brossette Red (Touraine),France,87,18.00,Loire Valley,Red Blend,Domaine JoÃ«l Delaunay,1726,58
13094,Summers 2012 Stuhlmuller Vineyard Reserve Chardonnay (Alexander Valley),US,91,32.00,California,Chardonnay,Summers,2294,1342
13095,Suvla 2012 Cabernet Sauvignon-Cabernet Franc RosÃ© (Thrace),Turkey,88,17.00,Thrace,RosÃ©,Suvla,735,1
13096,Santa Ema 2012 Reserve Merlot (Maipo Valley),Chile,84,15.00,Maipo Valley,Merlot,Santa Ema,593,61
13097,Louis M. Martini 2012 Cabernet Sauvignon (Sonoma County),US,85,20.00,California,Cabernet Sauvignon,Louis M. Martini,1845,1432
13098,Krutzler 2012 Perwolff BlaufrÃ¤nkisch (SÃ¼dburgenland),Austria,95,79.00,SÃ¼dburgenland,BlaufrÃ¤nkisch,Krutzler,45,45
13099,William Grassie 2012 ImpÃ©ratrice Red (Columbia Valley (WA)),US,90,49.00,Washington,Bordeaux-style Red Blend,William Grassie,1376,350
13100,Rodney Strong 2012 Rockaway Cabernet Sauvignon (Alexander Valley),US,88,75.00,California,Cabernet Sauvignon,Rodney Strong,1845,1432
13101,Heringer 2012 Insieme 49.41.10 Red (Clarksburg),US,85,30.00,California,Red Blend,Heringer,1726,528
13102,Sparrow Hawk 2012 Cabernet Sauvignon (Napa Valley),US,90,35.00,California,Cabernet Sauvignon,Sparrow Hawk,1845,1432
13103,ChÃ¢teau Argadens 2012 Bordeaux Blanc,France,91,0.00,Bordeaux,Bordeaux-style White Blend,ChÃ¢teau Argadens,189,180
13104,Alta Maria 2012 Rancho ViÃ±edo Chardonnay (Santa Maria Valley),US,91,40.00,California,Chardonnay,Alta Maria,2294,1342
13105,Hiedler 2012 Thal Reserve GrÃ¼ner Veltliner (Kamptal),Austria,92,0.00,Kamptal,GrÃ¼ner Veltliner,Hiedler,252,229
13106,Candialle 2012 Chianti Classico,Italy,87,32.00,Tuscany,Red Blend,Candialle,1726,726
13107,Weisinger 2012 Claret (Rogue Valley),US,84,28.00,Oregon,Claret,Weisinger,6,6
13108,OÃ¢â¬Â¢S Winery 2012 Red (Columbia Valley (WA)),US,86,15.00,Washington,Bordeaux-style Red Blend,OÃ¢â¬Â¢S Winery,1376,350
13109,Tua Rita 2012 Rosso dei Notri Red (Toscana),Italy,89,21.00,Tuscany,Red Blend,Tua Rita,1726,726
13110,Herdade da Malhadinha Nova 2012 Monte da Peceguina White (Alentejano),Portugal,87,15.00,Alentejano,Portuguese White,Herdade da Malhadinha Nova,248,248
13111,Tenuta di Fiorano 2012 Fiorano Bianco White (Vino da Tavola),Italy,91,45.00,Italy Other,White Blend,Tenuta di Fiorano,465,165
13112,Truett Hurst 2012 Rattler Rock Old Vine Zinfandel (Dry Creek Valley),US,86,33.00,California,Zinfandel,Truett Hurst,517,515
13113,Papapietro Perry 2012 Pommard Clones Pinot Noir (Russian River Valley),US,90,72.00,California,Pinot Noir,Papapietro Perry,2648,1958
13114,Jean-Marie Challand 2012 Domaine des Chanzelles (VirÃ©-ClessÃ©),France,86,30.00,Burgundy,Chardonnay,Jean-Marie Challand,2294,514
13115,Dei 2012 Rosso di Montepulciano,Italy,90,18.00,Tuscany,Red Blend,Dei,1726,726
13116,Bending Branch 2012 Estate CuvÃ©e Red (Texas),US,86,50.00,Texas,Red Blend,Bending Branch,1726,528
13117,Familia Cecchin 2012 Made with Organic Grapes Malbec (Mendoza),Argentina,85,11.00,Mendoza Province,Malbec,Familia Cecchin,549,316
13118,ChÃ¢teau la Pointe 2012 Barrel Sample (Pomerol),France,92,0.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau la Pointe,1376,946
13119,Domaine Loew 2012 Cormier Gewurztraminer (Alsace),France,86,30.00,Alsace,GewÃ¼rztraminer,Domaine Loew,203,100
13120,Joseph Mellot 2012 Domaine des Emois (Sancerre),France,86,30.00,Loire Valley,Pinot Noir,Joseph Mellot,2648,387
13121,Layer Cake 2012 Cabernet Sauvignon (California),US,87,16.00,California,Cabernet Sauvignon,Layer Cake,1845,1432
13122,Tenuta San Francesco 2012 PerEva White (Costa d'Amalfi),Italy,87,24.00,Southern Italy,White Blend,Tenuta San Francesco,465,165
13123,Wind Rose 2012 Barbera (Columbia Valley (WA)),US,90,28.00,Washington,Barbera,Wind Rose,152,52
13124,Bodegas Valdemar 2012 Conde de Valdemar Rosado (Rioja),Spain,82,10.00,Northern Spain,Rosado,Bodegas Valdemar,19,18
13125,Mandolin 2012 Chardonnay (Monterey),US,85,10.00,California,Chardonnay,Mandolin,2294,1342
13126,Weninger 2012 Balf KÃ©kfrankos (Sopron),Hungary,87,17.00,Sopron,Kekfrankos,Weninger,3,3
13127,Finca El Origen 2012 Reserva Viognier (Uco Valley),Argentina,84,12.00,Mendoza Province,Viognier,Finca El Origen,203,7
13128,Romililly 2012 Pinot Noir (Russian River Valley),US,87,35.00,California,Pinot Noir,Romililly,2648,1958
13129,Dante Robere 2012 Sumu-Kaw Vineyard MourvÃ¨dre (El Dorado County),US,88,29.00,California,MourvÃ¨dre,Dante Robere,54,48
13130,Quinta do Casal Branco 2012 White (Tejo),Portugal,86,12.00,Tejo,Portuguese White,Quinta do Casal Branco,248,248
13131,Force Majeure 2012 Collaboration Series II Ciel du Cheval Vineyard Syrah (Red Mountain),US,91,65.00,Washington,Syrah,Force Majeure,829,631
13132,Enoport 2012 Enigma Reserva Red (Tejo),Portugal,88,15.00,Tejo,Portuguese Red,Enoport,492,492
13133,SignoSeis 2012 The Angel Oak RosÃ© (Valle de Uco),Argentina,80,19.00,Mendoza Province,RosÃ©,SignoSeis,735,6
13134,Rejadorada 2012 Tinto Roble (Toro),Spain,87,20.00,Northern Spain,Tinta de Toro,Rejadorada,41,41
13135,Del Carlo Winery 2012 Teldeschi Vineyards Home Ranch Cabernet Sauvignon (Dry Creek Valley),US,88,30.00,California,Cabernet Sauvignon,Del Carlo Winery,1845,1432
13136,HandCraft 2012 Inspiration A Red Wine Red (California),US,86,13.00,California,Red Blend,HandCraft,1726,528
13137,Jefferson Vineyards 2012 Viognier (Virginia),US,86,30.00,Virginia,Viognier,Jefferson Vineyards,203,160
13138,Sanglier Cellars 2012 Left Tusque Cabernet Sauvignon (Alexander Valley),US,90,45.00,California,Cabernet Sauvignon,Sanglier Cellars,1845,1432
13139,Thomas George 2012 Starr Ridge Vineyard Estate Chardonnay (Russian River Valley),US,91,40.00,California,Chardonnay,Thomas George,2294,1342
13140,Santa Barbara Winery 2012 Curtis Vineyard Petit Verdot (Santa Ynez Valley),US,88,30.00,California,Petit Verdot,Santa Barbara Winery,56,47
13141,Terrenal 2012 Estate Bottled Cabernet Sauvignon (Yecla),Spain,83,5.00,Levante,Cabernet Sauvignon,Terrenal,1845,11
13142,The Four Graces 2012 Doe Ridge Estate Pinot Noir,US,93,75.00,Oregon,Pinot Noir,The Four Graces,2648,1958
13143,Henri de Villamont 2012 Santenots Premier Cru (Volnay),France,91,0.00,Burgundy,Pinot Noir,Henri de Villamont,2648,387
13144,Foundry 2012 Proprietary Red (California),US,89,32.00,California,Red Blend,Foundry,1726,528
13145,Walnut City WineWorks 2012 Chardonnay (Willamette Valley),US,87,20.00,Oregon,Chardonnay,Walnut City WineWorks,2294,1342
13146,TintoNegro 2012 Finca La Escuela La Arena Soil Experts Malbec (Mendoza),Argentina,91,30.00,Mendoza Province,Malbec,TintoNegro,549,316
13147,Illahe 2012 Estate Pinot Gris (Willamette Valley),US,88,15.00,Oregon,Pinot Gris,Illahe,287,174
13148,Lombardi 2012 Chardonnay (Sonoma Coast),US,91,36.00,California,Chardonnay,Lombardi,2294,1342
13149,Fall Line 2012 Tempranillo (Yakima Valley),US,91,22.00,Washington,Tempranillo,Fall Line,355,62
13150,La Coterie 2012 Red (CÃ´tes du RhÃ´ne),France,87,13.00,RhÃ´ne Valley,RhÃ´ne-style Red Blend,La Coterie,294,133
13151,ChÃ¢teau Bernadotte 2012 Haut-MÃ©doc,France,90,16.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Bernadotte,1376,946
13152,ChÃ¢teau d'Or et de Gueules 2012 Les Cimels Red (CostiÃ¨res de NÃ®mes),France,88,20.00,RhÃ´ne Valley,RhÃ´ne-style Red Blend,ChÃ¢teau d'Or et de Gueules,294,133
13153,Buffalo Grove 2012 Chardonnay (California),US,85,8.00,California,Chardonnay,Buffalo Grove,2294,1342
13154,Analemma 2012 Blanc de Noir Sparkling Wine Atavus Vineyard Pinot Noir (Columbia Gorge (WA)),US,90,59.00,Washington,Pinot Noir,Analemma,2648,1958
13155,Domaine Michel Fonne 2012 Marckrain Grand Cru Pinot Gris (Alsace),France,94,26.00,Alsace,Pinot Gris,Domaine Michel Fonne,287,93
13156,Vinos de Arganza 2012 Legado de Farro Roble MencÃ­a (Bierzo),Spain,88,19.00,Northern Spain,MencÃ­a,Vinos de Arganza,38,38
13157,ChÃ¢teau Villemaurine 2012 Saint-Ãmilion,France,92,40.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Villemaurine,1376,946
13158,ChÃ¢teau Lamothe de Haux 2012 PremiÃ¨re CuvÃ©e (CÃ´tes de Bordeaux),France,88,20.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Lamothe de Haux,1376,946
13159,Spring Mountain Vineyard 2012 Estate Bottled Sauvignon Blanc (Napa Valley),US,90,40.00,California,Sauvignon Blanc,Spring Mountain Vineyard,1025,462
13160,Veramonte 2012 Pinot Noir (Casablanca Valley),Chile,86,12.00,Casablanca Valley,Pinot Noir,Veramonte,2648,94
13161,Fritz 2012 Pinot Noir (Russian River Valley),US,90,34.00,California,Pinot Noir,Fritz,2648,1958
13162,Revello Fratelli 2012 Gattera (Barolo),Italy,91,56.00,Piedmont,Nebbiolo,Revello Fratelli,537,527
13163,Bodegas LuzÃ³n 2012 LuzÃ³n Blanco White (Jumilla),Spain,83,10.00,Levante,White Blend,Bodegas LuzÃ³n,465,56
13164,HandCraft 2012 Malbec (California),US,90,13.00,California,Malbec,HandCraft,549,117
13165,Patterson 2012 Syrah (Columbia Valley (WA)),US,86,40.00,Washington,Syrah,Patterson,829,631
13166,Derey FrÃ¨res 2012 Les Vignes Marie (Marsannay),France,85,35.00,Burgundy,Pinot Noir,Derey FrÃ¨res,2648,387
13167,Donkey & Goat 2012 Untended Chardonnay (Anderson Valley),US,90,35.00,California,Chardonnay,Donkey & Goat,2294,1342
13168,Amici 2012 Pinot Noir (Russian River Valley),US,92,35.00,California,Pinot Noir,Amici,2648,1958
13169,Cameron Hughes 2012 Lot 466 Red (Lodi),US,87,12.00,California,Red Blend,Cameron Hughes,1726,528
13170,Peju 2012 Thalia Red (Napa Valley),US,86,55.00,California,Red Blend,Peju,1726,528
13171,Bacio della Luna 2012 Millesimato Extra Dry (Conegliano Valdobbiadene Prosecco Superiore),Italy,87,25.00,Veneto,Glera,Bacio della Luna,66,66
13172,Gramercy 2012 Syrah (Columbia Valley (WA)),US,94,40.00,Washington,Syrah,Gramercy,829,631
13173,Sparkman 2012 LumiÃ¨re Chardonnay (Columbia Valley (WA)),US,89,30.00,Washington,Chardonnay,Sparkman,2294,1342
13174,Colombera & Garella 2012 Bramaterra,Italy,93,30.00,Piedmont,Red Blend,Colombera & Garella,1726,726
13175,Companhia das Quintas 2012 Herdade da Farizoa Grande Reserva Red (Alentejo),Portugal,93,55.00,Alentejo,Portuguese Red,Companhia das Quintas,492,492
13176,La Folia Winery 2012 Barbera (Sierra Foothills),US,87,30.00,California,Barbera,La Folia Winery,152,52
13177,Lauren Ashton Cellars 2012 CuvÃ©e Arlette Red (Columbia Valley (WA)),US,93,50.00,Washington,Bordeaux-style Red Blend,Lauren Ashton Cellars,1376,350
13178,Galante 2012 Almond Flat Estate Bottled Pinot Noir (Carmel Valley),US,86,30.00,California,Pinot Noir,Galante,2648,1958
13179,Naughty Boy 2012 Thornton Ranch Chardonnay (Potter Valley),US,87,16.00,California,Chardonnay,Naughty Boy,2294,1342
13180,Waterbrook 2012 Reserve Chardonnay (Columbia Valley (WA)),US,87,18.00,Washington,Chardonnay,Waterbrook,2294,1342
13181,Nottingham Cellars 2012 1846 Cabernet Sauvignon (Livermore Valley),US,89,30.00,California,Cabernet Sauvignon,Nottingham Cellars,1845,1432
13182,Mascota 2012 La Mascota Chardonnay (Mendoza),Argentina,84,15.00,Mendoza Province,Chardonnay,Mascota,2294,64
13183,Cantine Due Palme 2012 San Gaetano (Primitivo di Manduria),Italy,85,12.00,Southern Italy,Primitivo,Cantine Due Palme,43,24
13184,Magnum Vinhos 2012 Maria Mora White (Alentejano),Portugal,84,0.00,Alentejano,Portuguese White,Magnum Vinhos,248,248
13185,Caves Velhas 2012 Bucellas Arinto (Bucelas),Portugal,88,25.00,Bucelas,Arinto,Caves Velhas,18,18
13186,Shady Lane 2012 Estate Franc 'n' Franc Red (Leelanau Peninsula),US,87,25.00,Michigan,Red Blend,Shady Lane,1726,528
13187,Jaffurs 2012 Upslope Syrah (Santa Barbara County),US,93,75.00,California,Syrah,Jaffurs,829,631
13188,Kennedy Shah 2012 Reserve Syrah (Yakima Valley),US,85,42.00,Washington,Syrah,Kennedy Shah,829,631
13189,ChÃ¢teau LagrÃ©zette 2012 Malbec (Cahors),France,94,50.00,Southwest France,Malbec,ChÃ¢teau LagrÃ©zette,549,81
13190,Primus 2012 Cabernet Sauvignon (Maipo Valley),Chile,83,20.00,Maipo Valley,Cabernet Sauvignon,Primus,1845,152
13191,Viticcio 2012 Beatrice (Chianti Classico),Italy,89,42.00,Tuscany,Red Blend,Viticcio,1726,726
13192,River Road 2012 Boschetti Vineyard Old Vine Zinfandel (Russian River Valley),US,90,20.00,California,Zinfandel,River Road,517,515
13193,Patz & Hall 2012 Zio Tony Ranch Chardonnay (Russian River Valley),US,90,65.00,California,Chardonnay,Patz & Hall,2294,1342
13194,Winery by the Creek 2012 Lyman Vineyard Reserve Zinfandel (Fiddletown),US,85,26.00,California,Zinfandel,Winery by the Creek,517,515
13195,Sanford 2012 Chardonnay (Sta. Rita Hills),US,90,32.00,California,Chardonnay,Sanford,2294,1342
13196,Patz & Hall 2012 Hyde Vineyard Chardonnay (Carneros),US,94,60.00,California,Chardonnay,Patz & Hall,2294,1342
13197,Castello di Radda 2012 Gran Selezione (Chianti Classico),Italy,90,47.00,Tuscany,Sangiovese,Castello di Radda,524,430
13198,Casa Tiene Vista 2012 City Lights Chardonnay (California),US,80,16.00,California,Chardonnay,Casa Tiene Vista,2294,1342
13199,Va Piano 2012 Lewis Vineyard Syrah (Yakima Valley),US,92,65.00,Washington,Syrah,Va Piano,829,631
13200,Reichsgraf von Kesselstatt 2012 Scharzhofberger GL SpÃ¤tlese Riesling (Mosel),Germany,94,45.00,Mosel,Riesling,Reichsgraf von Kesselstatt,1022,356
13201,Laurenz V. 2012 Friendly GrÃ¼ner Veltliner (Kamptal),Austria,88,20.00,Kamptal,GrÃ¼ner Veltliner,Laurenz V.,252,229
13202,Nottola 2012 Vino Nobile di Montepulciano,Italy,88,25.00,Tuscany,Red Blend,Nottola,1726,726
13203,Piera Martellozzo 2012 075 Carati Pinot Grigio (Friuli Grave),Italy,86,16.00,Northeastern Italy,Pinot Grigio,Piera Martellozzo,188,110
13204,Woodinville Wine Cellars 2012 Reserve Syrah (Columbia Valley (WA)),US,85,50.00,Washington,Syrah,Woodinville Wine Cellars,829,631
13205,Chacewater 2012 Highlander Red (Sierra Foothills),US,87,24.00,California,Red Blend,Chacewater,1726,528
13206,Margerum 2012 M5 Reserve Red (Santa Barbara County),US,90,38.00,California,RhÃ´ne-style Red Blend,Margerum,294,152
13207,Luigi Baudana 2012 Cerretta (Barolo),Italy,92,75.00,Piedmont,Nebbiolo,Luigi Baudana,537,527
13208,Cortes de Cima 2012 Touriga Nacional (Alentejano),Portugal,86,45.00,Alentejano,Touriga Nacional,Cortes de Cima,43,38
13209,Wild Ridge 2012 Annapolis Pinot Noir (Sonoma Coast),US,90,50.00,California,Pinot Noir,Wild Ridge,2648,1958
13210,Guyomar 2012 Oblate Red (Paso Robles),US,88,42.00,California,Red Blend,Guyomar,1726,528
13211,Campogiovanni 2012 Rosso di Montalcino,Italy,89,19.00,Tuscany,Sangiovese,Campogiovanni,524,430
13212,Gustave Lorentz 2012 RÃ©serve Gewurztraminer (Alsace),France,87,25.00,Alsace,GewÃ¼rztraminer,Gustave Lorentz,203,100
13213,Dolin 2012 Pinot Noir (Sta. Rita Hills),US,88,32.00,California,Pinot Noir,Dolin,2648,1958
13214,Fielding Hills 2012 Tribute Red (Wahluke Slope),US,91,32.00,Washington,Red Blend,Fielding Hills,1726,528
13215,Zepaltas 2012 Chardonnay (Russian River Valley),US,93,24.00,California,Chardonnay,Zepaltas,2294,1342
13216,Landmark 2012 Rayhill Vineyard Pinot Noir (Sonoma Coast),US,88,60.00,California,Pinot Noir,Landmark,2648,1958
13217,Centanni Giacomo 2012 Offida Pecorino,Italy,86,28.00,Central Italy,Pecorino,Centanni Giacomo,13,13
13218,BischÃ¶fliche WeingÃ¼ter Trier 2012 Scharzhofberger SpÃ¤tlese Riesling (Mosel),Germany,93,30.00,Mosel,Riesling,BischÃ¶fliche WeingÃ¼ter Trier,1022,356
13219,Cembra 2012 Vigna di Saosent Pinot Nero (Trentino),Italy,87,24.00,Northeastern Italy,Pinot Nero,Cembra,38,37
13220,Joan D'Anguera 2012 Bugader Red (Montsant),Spain,92,80.00,Catalonia,Red Blend,Joan D'Anguera,1726,167
13221,Figgins 2012 Estate Red (Walla Walla Valley (WA)),US,94,85.00,Washington,Bordeaux-style Red Blend,Figgins,1376,350
13222,Benessere 2012 Estate Sagrantino (St. Helena),US,87,50.00,California,Sagrantino,Benessere,27,2
13223,Maximin GrÃ¼nhÃ¤user 2012 Herrenberg Eiswein Riesling (Mosel),Germany,93,314.00,Mosel,Riesling,Maximin GrÃ¼nhÃ¤user,1022,356
13224,ChÃ¢teau la LouviÃ¨re 2012 Pessac-LÃ©ognan,France,94,40.00,Bordeaux,Bordeaux-style White Blend,ChÃ¢teau la LouviÃ¨re,189,180
13225,Domaine Serene 2012 Winery Hill Vineyard Pinot Noir (Dundee Hills),US,94,90.00,Oregon,Pinot Noir,Domaine Serene,2648,1958
13226,Mulvane Wine Co. 2012 White Hawk Vineyard Syrah (Santa Barbara County),US,88,40.00,California,Syrah,Mulvane Wine Co.,829,631
13227,R&A; Pfaffl 2012 Hommage Reserve GrÃ¼ner Veltliner (Weinviertel),Austria,91,0.00,Weinviertel,GrÃ¼ner Veltliner,R&A; Pfaffl,252,229
13228,Silverado 2012 GEO Cabernet Sauvignon (Coombsville),US,91,75.00,California,Cabernet Sauvignon,Silverado,1845,1432
13229,Jones of Washington 2012 Riesling (Ancient Lakes),US,85,12.00,Washington,Riesling,Jones of Washington,1022,329
13230,Aubichon Cellars 2012 Vista Hills Pinot Gris (Dundee Hills),US,93,30.00,Oregon,Pinot Gris,Aubichon Cellars,287,174
13231,Hermann J. Wiemer 2012 Dry Estate Bottled and Grown Riesling (Seneca Lake),US,90,19.00,New York,Riesling,Hermann J. Wiemer,1022,329
13232,Altesino 2012 Alte d'Altesi Red (Toscana),Italy,93,40.00,Tuscany,Red Blend,Altesino,1726,726
13233,Torbreck 2012 Descendant Shiraz-Viognier (Barossa Valley),Australia,95,125.00,South Australia,Shiraz-Viognier,Torbreck,8,8
13234,Di Filippo 2012 Montefalco Rosso,Italy,90,18.00,Central Italy,Red Blend,Di Filippo,1726,726
13235,Tenor 2012 2:2 Red (Columbia Valley (WA)),US,91,78.00,Washington,Bordeaux-style Red Blend,Tenor,1376,350
13236,ChÃ¢teau de Villegeorge 2012 Barrel Sample (Haut-MÃ©doc),France,89,0.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau de Villegeorge,1376,946
13237,Foxen 2012 Toasted Rope Syrah (Santa Ynez Valley),US,92,44.00,California,Syrah,Foxen,829,631
13238,Betz Family 2012 Le Parrain Cabernet Sauvignon (Red Mountain),US,93,135.00,Washington,Cabernet Sauvignon,Betz Family,1845,1432
13239,Bennett Lane 2012 Cabernet Sauvignon (Napa Valley),US,90,62.00,California,Cabernet Sauvignon,Bennett Lane,1845,1432
13240,Array 2012 Celilo Vineyard Chardonnay (Columbia Gorge (WA)),US,89,32.00,Washington,Chardonnay,Array,2294,1342
13241,Nota Bene 2012 Una Notte Red (Columbia Valley (WA)),US,88,30.00,Washington,RhÃ´ne-style Red Blend,Nota Bene,294,152
13242,Rex Hill 2012 Shea Vineyard Pinot Noir (Willamette Valley),US,93,58.00,Oregon,Pinot Noir,Rex Hill,2648,1958
13243,Foley Johnson 2012 Estate Bottled Cabernet Sauvignon (Rutherford),US,90,75.00,California,Cabernet Sauvignon,Foley Johnson,1845,1432
13244,Deltetto 2012 Bussia (Barolo),Italy,87,50.00,Piedmont,Nebbiolo,Deltetto,537,527
13245,Vigna di Pettineo 2012 Cerasuolo di Vittoria Classico,Italy,90,18.00,Sicily & Sardinia,Red Blend,Vigna di Pettineo,1726,726
13246,Sergio Mottura 2012 Tragugnano (Orvieto),Italy,87,30.00,Central Italy,White Blend,Sergio Mottura,465,165
13247,Domaine Laroche 2012 Les Bougerots Grand Cru (Chablis),France,95,0.00,Burgundy,Chardonnay,Domaine Laroche,2294,514
13248,Blackburn Wine Company 2012 Pinot Noir (Central Coast),US,85,15.00,California,Pinot Noir,Blackburn Wine Company,2648,1958
13249,Zagan's Fire 2012 Pinot Noir (Lodi),US,82,15.00,California,Pinot Noir,Zagan's Fire,2648,1958
13250,Virage 2012 Red (Napa Valley),US,88,68.00,California,Bordeaux-style Red Blend,Virage,1376,350
13251,Manuel Olivier 2012 Gevrey-Chambertin,France,91,70.00,Burgundy,Pinot Noir,Manuel Olivier,2648,387
13252,Brutocao 2012 Bliss Vineyard Chardonnay (Mendocino),US,87,16.00,California,Chardonnay,Brutocao,2294,1342
13253,Grotta del Sole 2012 Piedirosso (Campi Flegrei),Italy,89,18.00,Southern Italy,Piedirosso,Grotta del Sole,4,4
13254,Kellerei Kaltern Caldaro 2012 Vial Pinot Bianco (Alto Adige),Italy,89,25.00,Northeastern Italy,Pinot Bianco,Kellerei Kaltern Caldaro,39,39
